item_id,statement_guid,property_id,wikidata_value,meta_wikidata_value,external_value,external_url,type
Q293087,Q293087$B7ADB57C-D008-4C1A-8EAF-1720EF5B7201,P569,+1904-10-20T00:00:00Z,,+1901-10-20T00:00:00Z,https://www.blackpast.org/african-american-history/hall-adelaide-1901-1993/,statement
Q206939,q206939$D4E9CFB3-08EF-47FE-A7AB-28D911BF886E,P569,+1955-08-25T00:00:00Z,,+1954-08-25T00:00:00Z,https://pantheon.world/profile/person/Elvis_Costello,statement
Q193426,q193426$D509F830-6C2B-4F1F-A5D9-430DB2C8C732,P569,+1923-07-06T00:00:00Z,,+1921-07-06T00:00:00Z,https://www.mymovies.it/persone/-/325410,statement
Q7979350,Q7979350$E313AF74-5328-48B7-B151-3E16EAA457B9,P569,+1854-06-09T00:00:00Z,,+1852-06-09T00:00:00Z,http://snaccooperative.org/ark:/99166/w6ft966q,statement
Q7273663,Q7273663$7797C55E-91D3-4C13-9D08-5FF68FA75499,P569,+1870-08-13T00:00:00Z,,+1873-08-13T00:00:00Z,http://snaccooperative.org/ark:/99166/w6b85zzq,statement
Q526365,Q526365$559DA32A-AC91-4E16-B73B-4F18A41B9B50,P569,+1933-11-07T00:00:00Z,,+1934-11-07T00:00:00Z,https://www.fandango.com/people/wd-335709,statement
Q229251,Q229251$9be5cf8e-9d59-4f23-b7cc-18cb75adc84d,P569,+1923-11-09T00:00:00Z,,+1922-11-09T00:00:00Z,http://www.fembio.org/biographie.php/frau/frauendatenbank?fem_id=6940,statement
Q1363692,q1363692$D7E50353-488A-409F-9F5A-A1CD8289E92A,P569,+1931-07-10T00:00:00Z,,+1933-07-10T00:00:00Z,https://www.britannica.com/biography/Jerry-Herman,statement
Q70662,q70662$80E8D843-8F86-465B-982B-BF5699DB0E1B,P570,+1953-05-08T00:00:00Z,,+1952-05-08T00:00:00Z,https://brockhaus.de/ecs/enzy/article/eichberg-richard,statement
Q3108454,Q3108454$26E2353E-7B7C-47E6-98CF-50D919ECF0F4,P569,+1885-09-16T00:00:00Z,,+1884-09-16T00:00:00Z,http://imslp.org/wiki/Category:Unger%2C_Gladys_Buchanan,statement
Q137042,q137042$9AD7C6A7-AC44-48FA-A5C0-0868B0A1F5CD,P569,+1919-03-17T00:00:00Z,,+1917-03-17T00:00:00Z,https://doi.org/10.1093/gmo/9781561592630.article.A2256336,statement
Q232193,q232193$02C28F93-4D00-408A-B253-E8132A343C16,P569,+1963-07-08T00:00:00Z,,+1962-07-08T00:00:00Z,https://www.oxfordreference.com/view/10.1093/oi/authority.20110803100255520,statement
Q114179,Q114179$F06C0C41-99F3-4864-B87C-00B75DB89BA9,P569,+1939-01-26T00:00:00Z,,+1941-01-26T00:00:00Z,http://proleksis.lzmk.hr/47/,statement
Q1331868,Q1331868$0A3CC6AD-60E3-4611-AA47-797591EB659D,P569,+1906-08-11T00:00:00Z,,+1907-08-11T00:00:00Z,https://www.lexm.uni-hamburg.de/object/lexm_lexmperson_00002826,statement
Q2066724,Q2066724$360593E6-62F9-460D-A31E-A7ACD9A1B250,P569,+1857-06-10T00:00:00Z,,+1862-06-10T00:00:00Z,http://snaccooperative.org/ark:/99166/w6ff4xsb,statement
Q1779,Q1779$D5ADA6B5-27E7-4C33-B693-F640B042CAE1,P569,+1901-08-04T00:00:00Z,,+1900-08-04T00:00:00Z,http://snaccooperative.org/ark:/99166/w6xs5vvk,statement
Q3541979,Q3541979$9DF1EA2E-F433-4F3A-9F90-83ADB42FAEBE,P569,+1894-09-21T00:00:00Z,,+1891-12-31T00:00:00Z,http://www.filmportal.de/person/eda74ed528924939b78d1465d576287c,statement
Q718053,q718053$D4EF81B0-1466-462B-9392-053F10DDE5D4,P569,+1927-09-19T00:00:00Z,,+1928-09-19T00:00:00Z,https://www.fandango.com/people/wd-292707,statement
Q350678,q350678$93CF5933-DBD9-4D55-8576-67717423743A,P569,+1908-12-13T00:00:00Z,,+1910-12-13T00:00:00Z,https://catalogue.bnf.fr/ark:/12148/cb139488123,statement
Q262482,Q262482$E967962E-03B2-427E-8B17-DA5E3182DD96,P569,+1944-02-25T00:00:00Z,,+1942-02-25T00:00:00Z,https://www.csfd.cz/tvurce/423716/,statement
Q4898857,Q4898857$554EDDCB-8BA7-44F1-861A-146A306F06B2,P569,+1926-01-01T00:00:00Z,,+1921-12-28T00:00:00Z,https://historygreatest.com/betty-jane-watson-american-actress-and-singer-died-at-94,statement
Q4726032,Q4726032$EDADB4CC-8AC9-4C3D-8DE4-FC62D1EA6F78,P569,+1872-06-07T00:00:00Z,,+1868-06-07T00:00:00Z,https://catalogue.bnf.fr/ark:/12148/cb16580364k,statement
Q193608,q193608$4FE500BA-D424-441B-91CD-B9B3D951DB75,P569,+1878-01-06T00:00:00Z,,+1876-01-06T00:00:00Z,https://www.vle.lt/straipsnis/carl-august-sandburg/,statement
Q145627,Q145627$54A60424-1B96-49C3-A09A-712DFF939784,P569,+1931-04-08T00:00:00Z,,+1928-04-08T00:00:00Z,http://snaccooperative.org/ark:/99166/w64f2xw4,statement
Q270390,q270390$6ABDB661-BAA9-4D27-9C4E-C7D75B2CCD3F,P569,+1902-08-07T00:00:00Z,,+1901-08-07T00:00:00Z,https://www.csfd.cz/tvurce/16732/,statement
Q23009030,Q23009030$EF7E0FF1-BDCC-4E94-8514-4B6B351A20AD,P569,+1912-01-12T00:00:00Z,,+1908-01-12T00:00:00Z,https://www.britannica.com/biography/Ruth-Goodman-Goetz,statement
Q454692,q454692$89BADFC4-4051-4810-94A5-89C827E97A1A,P569,+1912-12-05T00:00:00Z,,+1899-12-05T00:00:00Z,https://catalogue.bnf.fr/ark:/12148/cb139286333,statement
Q543182,Q543182$8BB0A598-D065-48C6-BA0E-4ED281E39A48,P569,+1895-01-25T00:00:00Z,,+1896-01-25T00:00:00Z,https://www.britannica.com/biography/Florence-Mills,statement
Q238070,q238070$8367CF18-5B4A-452E-800C-460DC73E3F00,P569,+1879-10-15T00:00:00Z,,+1883-10-31T00:00:00Z,https://www.britannica.com/biography/Sara-Allgood,statement
Q4739639,Q4739639$9567FD03-79BD-4975-8E10-8E25992DC270,P569,+1965-12-29T00:00:00Z,,+1963-12-29T00:00:00Z,https://www.ibdb.com/broadway-cast-staff/447001,statement
Q1631745,Q1631745$95836F67-5E78-400A-82AD-8EF5F252B8CF,P569,+1926-01-02T00:00:00Z,,+1928-01-02T00:00:00Z,https://www.ibdb.com/broadway-cast-staff/79046,statement
Q1995535,Q1995535$1800479A-9661-4F03-905E-2C6F612F1459,P569,+1893-07-14T00:00:00Z,,+1896-07-14T00:00:00Z,https://www.fandango.com/people/wd-176121,statement
Q6796617,Q6796617$CACBD7C3-202C-43F4-BD00-B3C4BAEEEE17,P569,+1866-04-06T00:00:00Z,,+1869-04-06T00:00:00Z,https://www.ibdb.com/broadway-cast-staff/65858,statement
Q1352525,q1352525$3A1D33EF-E4E3-4F01-9B40-108EBA18E025,P569,+1853-01-01T00:00:00Z,,+1852-12-17T00:00:00Z,https://www.tradingcarddb.com/Person.cfm/pid/200997/,statement
Q1403428,Q1403428$EFE5CAD4-C2AE-4AFC-9A1A-FCAA65FE0053,P569,+1876-05-29T00:00:00Z,,+1870-05-29T00:00:00Z,https://www.geschichtewiki.wien.gv.at/index.php?curid=8441,statement
Q3108601,Q3108601$0AE6D1DC-128E-48A3-B78C-025635A4A381,P569,+1914-06-05T00:00:00Z,,+1926-10-23T00:00:00Z,https://www.behindthevoiceactors.com/Stan-Jones/,statement
Q232245,q232245$62A8495B-FBEF-4B9E-8DCF-0B85DAE07A26,P569,+1921-11-30T00:00:00Z,,+1920-11-30T00:00:00Z,https://pantheon.world/profile/person/Virginia_Mayo,statement
Q1274807,q1274807$60537C29-E36B-40E0-B4E3-25C8566DDC7B,P569,+1932-04-08T00:00:00Z,,+1928-04-08T00:00:00Z,https://www.ibdb.com/broadway-cast-staff/5654,statement
Q276167,Q276167$3D945A0D-5066-453D-B850-DD39427E5450,P569,+1942-11-23T00:00:00Z,,+1939-11-23T00:00:00Z,https://www.fandango.com/people/wd-19650,statement
Q18716197,Q18716197$471719C9-E38A-4CEB-8910-92A5F3065693,P570,+1954-08-14T00:00:00Z,,+1953-08-14T00:00:00Z,https://www.ibdb.com/broadway-cast-staff/55771,statement
Q14702028,Q14702028$9A984C38-70CC-4E17-BAA2-F8755B115811,P569,+1905-06-16T00:00:00Z,,+1906-06-16T00:00:00Z,https://www.behindthevoiceactors.com/Leslie-Denison/,statement
Q287713,q287713$BDB9FAF4-46F9-44B6-BB5F-2614AA79B3E7,P569,+1892-12-24T00:00:00Z,,+1893-12-24T00:00:00Z,https://www.csfd.cz/tvurce/14689/,statement
Q1442301,q1442301$5EBD27B8-4699-4101-A5F3-0F039ECD789A,P569,+1925-09-29T00:00:00Z,,+1924-09-29T00:00:00Z,https://catalogue.bnf.fr/ark:/12148/cb14067184s,statement
Q151874,q151874$30EFEBFC-BA27-4234-A906-5BE31BE927D9,P569,+1882-02-16T00:00:00Z,,+1881-02-12T00:00:00Z,http://www.fembio.org/biographie.php/frau/frauendatenbank?fem_id=21643,statement
Q164069,Q164069$E80F6D8F-AC5A-494F-8542-5C631191C5EE,P569,+1961-08-25T00:00:00Z,,+1964-08-25T00:00:00Z,https://www.discogs.com/artist/2813090,statement
Q931607,q931607$E45DB910-B4D2-4808-8F16-C12F25FADB03,P569,+1932-11-30T00:00:00Z,,+1934-02-07T00:00:00Z,http://snaccooperative.org/ark:/99166/w6tv8q4d,statement
Q5363066,Q5363066$b2cc95a5-37e6-4daa-8788-0b3f2dbb0360,P569,+1958-11-05T00:00:00Z,,+1951-11-05T00:00:00Z,https://catalogue.bnf.fr/ark:/12148/cb14192970w,statement
Q6727190,Q6727190$CCFF00AA-7E00-43A3-8A43-D47F19C8A74F,P569,+1848-03-15T00:00:00Z,,+1849-03-15T00:00:00Z,http://www.fembio.org/biographie.php/frau/frauendatenbank?fem_id=15466,statement
Q191499,Q191499$797A351B-B4DC-4645-B0A6-551BE471430E,P569,+1867-01-01T00:00:00Z,,+1868-11-24T00:00:00Z,http://snaccooperative.org/ark:/99166/w6mc959q,statement
Q4303226,Q4303226$BB5712DB-0063-4A82-807F-935944566E3B,P569,+1928-01-27T00:00:00Z,,+1927-01-27T00:00:00Z,https://www.csfd.cz/tvurce/206495/,statement
Q931607,q931607$E45DB910-B4D2-4808-8F16-C12F25FADB03,P569,+1932-11-30T00:00:00Z,,+1934-02-07T00:00:00Z,https://www.ibdb.com/broadway-cast-staff/426385,statement
Q713997,q713997$11D2D95E-1F9A-409B-BB94-340A12A7A951,P569,+1856-07-15T00:00:00Z,,+1860-07-15T00:00:00Z,http://snaccooperative.org/ark:/99166/w6sq9gf7,statement
Q191499,Q191499$797A351B-B4DC-4645-B0A6-551BE471430E,P569,+1867-01-01T00:00:00Z,,+1868-11-24T00:00:00Z,https://www.findagrave.com/memorial/556,statement
Q377450,Q377450$0BB4FD35-6A26-4262-9F87-C65AC51A3960,P569,+1930-11-13T00:00:00Z,,+1931-11-13T00:00:00Z,https://www.findagrave.com/memorial/160113894,statement
Q2407521,Q2407521$A50D8EB5-3F52-4DB9-BDA2-60502FE74A98,P569,+1909-04-17T00:00:00Z,,+1910-01-17T00:00:00Z,http://snaccooperative.org/ark:/99166/w6nf1d84,statement
Q352971,q352971$BB9D03DB-648A-4B88-97CE-A46D6609815B,P569,+1880-01-29T00:00:00Z,,+1879-02-10T00:00:00Z,https://www.oxfordreference.com/view/10.1093/oi/authority.20110803095816989,statement
Q95050,q95050$3EAB50DE-ADFF-4532-84FA-1C77720ECC90,P569,+1910-06-03T00:00:00Z,,+1905-06-03T00:00:00Z,https://www.britannica.com/biography/Paulette-Goddard,statement
Q391663,Q391663$E08D51A5-FB21-47EC-A6F1-8DBD3D679D6D,P569,+1880-01-28T00:00:00Z,,+1882-01-28T00:00:00Z,https://pantheon.world/profile/person/Mary_Boland,statement
Q8251874,Q8251874$7D02DA44-22FF-45E8-9AA7-9DCE8AA03983,P569,+1909-01-14T00:00:00Z,,+1908-01-14T00:00:00Z,https://www.ibdb.com/broadway-cast-staff/67522,statement
Q322275,q322275$9C6D046C-746D-4FA8-9A0A-8BA952B15672,P569,+1925-12-03T00:00:00Z,,+1927-12-03T00:00:00Z,https://catalogue.bnf.fr/ark:/12148/cb138954244,statement
Q206939,q206939$D4E9CFB3-08EF-47FE-A7AB-28D911BF886E,P569,+1955-08-25T00:00:00Z,,+1954-08-25T00:00:00Z,https://enciklopedija.lv/skirklis/57425,statement
Q455821,q455821$B8852609-DEE9-4872-82DB-DF9037E52CDD,P569,+1935-12-01T00:00:00Z,,+1933-12-01T00:00:00Z,https://www.csfd.cz/tvurce/326894/,statement
Q2903368,Q2903368$B0F77397-DE32-4B6D-A5D3-564CCC26F5D6,P569,+1952-02-15T00:00:00Z,,+1954-02-15T00:00:00Z,http://snaccooperative.org/ark:/99166/w6fx7c28,statement
Q719247,q719247$0D219530-C54E-476A-8E14-8D70FF00765F,P569,+1893-03-10T00:00:00Z,,+1891-03-10T00:00:00Z,https://www.ibdb.com/broadway-cast-staff/46764,statement
Q380054,q380054$42465767-C4EE-4E6D-99BF-5782E696A067,P569,+1887-03-22T00:00:00Z,,+1891-03-22T00:00:00Z,https://catalogue.bnf.fr/ark:/12148/cb13927167s,statement
Q127036,Q127036$3CB85059-D1BC-42B1-9466-A00D12596842,P569,+1966-04-18T00:00:00Z,,+1970-04-18T00:00:00Z,https://www.ibdb.com/broadway-cast-staff/71462,statement
Q522533,Q522533$B081E14F-76DC-4A16-A78A-12E8B1AA4FDA,P569,+1958-09-06T00:00:00Z,,+1960-09-06T00:00:00Z,http://snaccooperative.org/ark:/99166/w6d63dkb,statement
Q165534,q165534$D80612FC-CFE9-4AA1-8573-DB9708C3B294,P570,+1794-02-06T00:00:00Z,,+1793-02-06T00:00:00Z,https://www.babelio.com/auteur/-/13564,statement
Q6779472,q6779472$C8CF5CFC-B761-4EEC-B581-0594154E7B4F,P569,+1897-06-15T00:00:00Z,,+1900-06-15T00:00:00Z,http://snaccooperative.org/ark:/99166/w6s18n06,statement
Q554094,Q554094$B3A78CB7-6A6F-4771-992E-8ABFCC1E45FE,P569,+1882-03-06T00:00:00Z,,+1886-03-06T00:00:00Z,https://www.findagrave.com/memorial/6657228,statement
Q18211125,Q18211125$74738B8D-F719-4ACE-A9C6-51EB3B3B05F5,P569,+1950-00-00T00:00:00Z,,+1952-10-25T00:00:00Z,https://catalogue.bnf.fr/ark:/12148/cb170989890,statement
Q344576,q344576$469A3653-1EA3-47E0-9127-907139E3811D,P569,+1939-05-22T00:00:00Z,,+1941-05-22T00:00:00Z,https://www.britannica.com/biography/Paul-Winfield,statement
Q236394,q236394$40C70A8F-A8B1-4C36-B258-D6B65034075B,P569,+1914-09-22T00:00:00Z,,+1912-09-22T00:00:00Z,https://www.tradingcarddb.com/Person.cfm/pid/161762/,statement
Q1677951,Q1677951$7B64A235-6778-4840-83FD-3064E95C565F,P569,+1924-11-30T00:00:00Z,,+1923-11-30T00:00:00Z,https://www.ibdb.com/broadway-cast-staff/94555,statement
Q432938,q432938$A9C24450-FFCE-4961-A8D6-8FEFD40A0C9F,P569,+1875-01-01T00:00:00Z,,+1874-08-09T00:00:00Z,https://www.babelio.com/auteur/-/311585,statement
Q467735,Q467735$ADAECAD3-EE2C-4918-9FA8-BF16A0B56C7F,P569,+1928-12-10T00:00:00Z,,+1929-12-30T00:00:00Z,https://www.csfd.cz/tvurce/50537/,statement
Q98596471,Q98596471$059ae20b-a51b-420c-9d07-f9545968102c,P569,+1922-01-01T00:00:00Z,,+1905-01-14T00:00:00Z,https://www.ibdb.com/broadway-cast-staff/103941,statement
Q541839,Q541839$D840CD22-998F-4569-8BCD-886701C049B8,P569,+1927-09-27T00:00:00Z,,+1929-09-27T00:00:00Z,https://www.britannica.com/biography/Sada-Thompson,statement
Q3560675,Q3560675$90B0A484-2428-44E8-A3C1-C3219DD6919F,P569,+1925-04-09T00:00:00Z,,+1928-04-09T00:00:00Z,https://www.fandango.com/people/wd-237564,statement
Q181899,q181899$37C5380B-3FA9-48E2-BB98-557DD7205110,P569,+1923-09-09T00:00:00Z,,+1925-09-09T00:00:00Z,http://snaccooperative.org/ark:/99166/w65t55b3,statement
Q440779,Q440779$3EF285A5-69DC-4104-8CB2-1C62EEC2E79D,P569,+1866-04-05T00:00:00Z,,+1876-04-05T00:00:00Z,https://musee.sacem.fr/index.php/Detail/entities/23281,statement
Q202749,q202749$4BA67EBB-0893-4498-AC2F-DA9545525D9D,P570,+1948-12-02T00:00:00Z,,+1918-12-02T00:00:00Z,https://pgg.parisnanterre.fr/lesindividus2/1358,statement
Q5295112,Q5295112$892394EA-449E-4E11-A480-FD25A8CD7DFE,P569,+1920-01-24T00:00:00Z,,+1918-01-24T00:00:00Z,https://www.ibdb.com/broadway-cast-staff/16054,statement
Q485490,q485490$997EDAE7-AEEE-48B0-B1F2-6B8C81E66F16,P569,+1948-05-31T00:00:00Z,,+1947-05-31T00:00:00Z,https://www.britannica.com/biography/John-Bonham,statement
Q2295154,Q2295154$2936223C-99AA-4936-8D2F-CCC431E90F69,P569,+1930-11-12T00:00:00Z,,+1931-11-12T00:00:00Z,https://www.fandango.com/people/wd-141581,statement
Q2499444,Q2499444$1AA908B1-C708-46B0-BA58-74C46EF02658,P569,+1870-05-26T00:00:00Z,,+1858-05-26T00:00:00Z,https://www.findagrave.com/memorial/5564,statement
Q35912,q35912$60292E8E-01A8-4142-A7E9-EB67D7B12779,P569,+1986-09-12T00:00:00Z,,+1968-09-12T00:00:00Z,https://www.discogs.com/artist/1582360,statement
Q582694,q582694$13EBE280-EE53-4F15-889B-BC2DD5B5B5A2,P569,+1820-12-26T00:00:00Z,,+1822-12-26T00:00:00Z,https://catalogue.bnf.fr/ark:/12148/cb12443216m,statement
Q3103797,Q3103797$2BAB68DE-6534-4829-B685-26804158D471,P569,+1936-01-14T00:00:00Z,,+1931-01-14T00:00:00Z,https://www.mymovies.it/persone/-/42203,statement
Q268695,q268695$7CE03942-7A5E-4977-B0B6-231671452848,P569,+1915-08-15T00:00:00Z,,+1910-08-15T00:00:00Z,https://www.britannica.com/biography/Signe-Hasso,statement
Q378672,q378672$F89CB56E-1D64-47B1-9C88-73250017229F,P569,+1978-01-23T00:00:00Z,,+1974-02-17T00:00:00Z,https://www.fandango.com/people/wd-495315,statement
Q112973,Q112973$DAB3A657-679E-4595-9EF2-1D5ABFB7BBF9,P569,+1936-05-05T00:00:00Z,,+1937-05-05T00:00:00Z,https://www.fandango.com/people/wd-42049,statement
Q861426,q861426$0A7A3664-C7D1-4F7A-8C0D-D95092999EF4,P569,+1898-09-01T00:00:00Z,,+1899-09-01T00:00:00Z,https://www.mymovies.it/persone/-/884,statement
Q255682,Q255682$E6E45BEF-12B2-48FB-83F8-D52FB38767CC,P569,+1898-04-04T00:00:00Z,,+1892-04-04T00:00:00Z,https://www.findagrave.com/memorial/5465,statement
Q17427572,Q17427572$5b11704f-430b-b02f-8687-05d7bec8e036,P569,+1916-01-03T00:00:00Z,,+1918-01-03T00:00:00Z,https://catalogue.bnf.fr/ark:/12148/cb139889037,statement
Q13562186,Q13562186$FFF52E2B-B3F3-4DD3-A6C9-E6583423D462,P569,+1913-04-06T00:00:00Z,,+1916-04-06T00:00:00Z,http://snaccooperative.org/ark:/99166/w6bk2423,statement
Q325695,q325695$A7AD4B27-B46C-4A3D-8BD5-71AE2BAFB4CA,P569,+1880-06-04T00:00:00Z,,+1881-06-04T00:00:00Z,http://snaccooperative.org/ark:/99166/w6d29r50,statement
Q7493012,Q7493012$C4F831F6-D852-41AF-9E74-47492ACF76B1,P569,+1928-03-16T00:00:00Z,,+1927-03-16T00:00:00Z,https://www.ibdb.com/broadway-cast-staff/32456,statement
Q313506,Q313506$AF514ED0-5E04-4D50-BCB4-8170D893E851,P569,+1960-05-02T00:00:00Z,,+1961-05-02T00:00:00Z,https://ssl.ofdb.de/view.php?page=person&id=15730,statement
Q3679846,Q3679846$606BC306-C90C-44F0-BE2F-5FA66C3D2BC9,P569,+1910-01-10T00:00:00Z,,+1909-01-10T00:00:00Z,https://www.findagrave.com/memorial/6693478,statement
Q710334,q710334$29D6B9FC-2850-4E60-BC79-B884B3CCB2B4,P569,+1917-07-14T00:00:00Z,,+1918-07-14T00:00:00Z,http://snaccooperative.org/ark:/99166/w6gf56zk,statement
Q228906,q228906$CB11FC36-CA8B-4BF0-AFB0-D6A191B0478E,P570,+1986-12-12T00:00:00Z,,+1985-12-12T00:00:00Z,https://www.adorocinema.com/personalidades/personalidade-4398/,statement
Q1937408,Q1937408$941352C2-163A-4FE3-92FE-353AE61B34BE,P569,+1857-03-31T00:00:00Z,,+1860-03-31T00:00:00Z,https://artsandculture.google.com/entity/wd/g120x5dvs,statement
Q217137,q217137$B788489A-56A2-497E-9248-0E4CCA3EAE8E,P569,+1945-02-07T00:00:00Z,,+1946-02-07T00:00:00Z,https://www.behindthevoiceactors.com/Pete-Postlethwaite/,statement
Q582694,q582694$13EBE280-EE53-4F15-889B-BC2DD5B5B5A2,P569,+1822-12-26T00:00:00Z,,+1820-12-26T00:00:00Z,http://snaccooperative.org/ark:/99166/w6ww7p6g,statement
Q272088,q272088$A7227C46-597B-4F70-BF19-FF1609709E34,P569,+1889-04-26T00:00:00Z,,+1893-04-26T00:00:00Z,https://www.britannica.com/biography/Anita-Loos,statement
